Timestamp,Time Taken to complete the survey (minutes),Age Range,Gender,Professional Experience,Locality / Area,Work Mode,Designation,Previous Treatment?,Treatments,Treatments_other,Knowledge Score,Knowledge Total,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
2026-02-27T10:00:44.994Z,4,20-30 years,Male,0-3 years,Jp nagar 2nd phase,Hybrid,B,No,,,0,10,1,0,2,1,3,0,2,1,3,2,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,2,0,0,1,0,0,0,1,1
2026-02-27T10:22:12.322Z,5,30-40 years,Male,6-10 years,Indiranagar,Full time,TEAM LEAD,Yes,"Deep cleaning (Root planing), Cleaning (Scaling)",,0,10,1,2,2,2,3,0,3,1,3,1,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,0,0,0,0,1,0,2,1,1,1
2026-02-27T12:02:53.183Z,6,20-30 years,Male,3-6 years,HAL ,Full time,BDS ,Yes,Cleaning (Scaling),,0,10,1,0,2,1,3,0,2,1,3,2,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,0,3,0,2,1,0,0,1,2,1
2026-02-28T02:08:25.379Z,5,20-30 years,Male,6-10 years,Guduvanchery,Full time,Manager ,No,,,0,10,1,1,2,1,3,0,3,2,3,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,2,2,2,0,2,0,2,3,0,1
2026-02-28T04:06:56.625Z,8,20-30 years,Female,0-3 years,Coimbatore ,Full time,Doctor ,No,,,0,10,1,0,2,0,3,0,2,0,3,2,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,1,1,0,0,1,1
2026-03-01T04:48:26.007Z,7,20-30 years,Male,3-6 years,Chennai,Full time,Product Expert,No,,,0,10,1,1,2,0,3,0,2,1,3,2,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,0,3,2,2,1,1,0,0,3,1
2026-03-02T05:02:44.392Z,6,30-40 years,Male,10-15 years,Ulsoor,Full time,Business Analyst,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,2,0,2,0,1,0,2,1,3,1
2026-03-02T05:08:21.854Z,13,20-30 years,Female,0-3 years,Bangalore,Hybrid,HR,No,,,0,10,1,0,2,0,3,0,3,1,3,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,2,0,2,0,0,0,1,0,1,1
2026-03-02T06:41:38.462Z,4,30-40 years,Male,10-15 years,Kengeri,Full time,Software Engineer,Yes,Cleaning (Scaling),,0,10,2,1,2,1,3,0,2,1,3,0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,3,2,2,1,0,2,0,3,2
2026-03-02T14:50:46.407Z,6,30-40 years,Female,10-15 years,Hosur,Hybrid,Test Engineer,Yes,"Cleaning (Scaling), Deep cleaning (Root planing)",Root canal,0,10,0,0,2,0,3,0,3,1,3,2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,2,3,0,0,1,1,2,2,1,1
2026-03-03T07:40:43.194Z,3,20-30 years,Male,6-10 years,Hebbal,Hybrid,Senior Specialist ,No,,,0,10,1,1,1,2,1,0,1,2,1,0,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,0,3,0,2,1,0,2,0,1,1
2026-03-03T13:50:36.948Z,3,20-30 years,Male,3-6 years,Salem ,Full time,Pursuing MDS,No,,,0,10,1,0,2,0,3,0,2,1,3,2,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,0,0,2,1,0,0,0,1,1
2026-03-04T07:20:44.591Z,9,20-30 years,Female,0-3 years,Marthandam ,Full time,Advocate ,No,,,0,10,0,0,2,0,3,0,2,1,3,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,0,3,1,2,3,0,0,0,1,1
2026-03-05T13:52:46.132Z,4,50-60 years,Male,15+ years,Yelahanka ,Work from home (Remote),Sr mgr,No,,,0,10,2,1,2,3,3,0,3,1,3,2,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,2,3,2,0,1,2,0,0,3,1
2026-03-06T18:49:07.555Z,2,20-30 years,Male,3-6 years,Bangalore ,Full time,DBA,No,,,0,10,2,1,2,3,3,2,2,2,1,2,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,2,1,0,0,1,2,3,0,3
